Inventory: Name,Floor,Status,No of Units,Exterior,Exterior Patio,Interior,Centre: Name,Unit Type
CHN/MN/CP/FF/042,N/A,,1,,,,CoWrks OMR,Car Parking
CHN/MN/CP/FF/043,N/A,,1,,,,CoWrks OMR,Car Parking
CHN/MN/CP/FF/044,N/A,,1,,,,CoWrks OMR,Car Parking
CHN/MN/CP/FF/045,N/A,,1,,,,CoWrks OMR,Car Parking
CHN/MN/CP/FF/046,N/A,,1,,,,CoWrks OMR,Car Parking
CHN/MN/BP/001,N/A,N/A,1,,,,CoWrks OMR,Bike Parking
CHN/MN/BP/FF/017.1,N/A,N/A,1,,,,CoWrks OMR,Bike Parking
CHN/MN/BP/FF/018.1,N/A,N/A,1,,,,CoWrks OMR,Bike Parking
CHN/MN/BP/FF/019.1,N/A,N/A,1,,,,CoWrks OMR,Bike Parking
CHN/MN/BP/FF/020.1,N/A,N/A,1,,,,CoWrks OMR,Bike Parking
CHN/MN/BP/FF/021.1,N/A,N/A,1,,,,CoWrks OMR,Bike Parking
CHN/MN/BP/FF/022.1,N/A,N/A,1,,,,CoWrks OMR,Bike Parking
CHN/MN/BP/FF/017.2,N/A,N/A,1,,,,CoWrks OMR,Bike Parking
CHN/MN/BP/FF/018.2,N/A,N/A,1,,,,CoWrks OMR,Bike Parking
CHN/MN/BP/FF/019.2,N/A,N/A,1,,,,CoWrks OMR,Bike Parking
CHN/MN/BP/FF/020.2,N/A,N/A,1,,,,CoWrks OMR,Bike Parking
CHN/MN/BP/FF/021.2,N/A,N/A,1,,,,CoWrks OMR,Bike Parking
CHN/MN/BP/FF/022.2,N/A,N/A,1,,,,CoWrks OMR,Bike Parking
CHN/MN/BP/FF/017.3,N/A,N/A,1,,,,CoWrks OMR,Bike Parking
CHN/MN/BP/FF/018.3,N/A,N/A,1,,,,CoWrks OMR,Bike Parking
CHN/MN/BP/FF/019.3,N/A,N/A,1,,,,CoWrks OMR,Bike Parking
CHN/MN/BP/FF/020.3,N/A,N/A,1,,,,CoWrks OMR,Bike Parking
CHN/MN/BP/FF/021.3,N/A,N/A,1,,,,CoWrks OMR,Bike Parking
CHN/MN/BP/FF/022.3,N/A,N/A,1,,,,CoWrks OMR,Bike Parking
CHN/MN/BP/FF/017.4,N/A,N/A,1,,,,CoWrks OMR,Bike Parking
CHN/MN/BP/FF/018.4,N/A,N/A,1,,,,CoWrks OMR,Bike Parking
CHN/MN/BP/FF/019.4,N/A,N/A,1,,,,CoWrks OMR,Bike Parking
CHN/MN/BP/FF/020.4,N/A,N/A,1,,,,CoWrks OMR,Bike Parking
CHN/MN/BP/FF/021.4,N/A,N/A,1,,,,CoWrks OMR,Bike Parking
CHN/MN/BP/FF/022.4,N/A,N/A,1,,,,CoWrks OMR,Bike Parking
Telephony,N/A,N/A,1,,,,CoWrks OMR,Telephony
Mail and Package Handling,N/A,N/A,1,,,,CoWrks OMR,Mail and Package Handling
CHN/MN/VO/00/001,N/A,,1,,,,CoWrks OMR,Virtual Office
MUM/PO/PS/03/001,03,,12,1,,0,CoWrks Powai,Private Studio
MUM/PO/PS/03/002,03,,35,1,,0,CoWrks Powai,Private Studio
MUM/PO/PS/03/003,03,,23,1,,0,CoWrks Powai,Private Studio
MUM/PO/PS/03/004,03,,27,1,,0,CoWrks Powai,Private Studio
MUM/PO/PS/03/005,03,,55,1,,0,CoWrks Powai,Private Studio
MUM/PO/PS/03/006,03,,22,1,,0,CoWrks Powai,Private Studio
MUM/PO/PS/03/007,03,,37,1,,0,CoWrks Powai,Private Studio
MUM/PO/PS/03/008,03,,42,1,,0,CoWrks Powai,Private Studio
MUM/PO/PS/03/009,03,,32,1,,0,CoWrks Powai,Private Studio
MUM/PO/PS/03/010,03,,6,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/011,03,,6,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/012,03,,4,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/013,03,,8,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/014,03,,6,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/015,03,,6,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/016,03,,8,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/017,03,,6,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/018,03,,4,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/019,03,,4,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/020,03,,1,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/021,03,,1,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/022,03,,1,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/023,03,,1,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/024,03,,6,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/025,03,,6,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/026,03,,5,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/027,03,,5,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/028,03,,6,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/029,03,,6,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/030,03,,1,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/031,03,,1,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/032,03,,1,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/033,03,,1,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/034,03,,8,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/035,03,,8,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/036,03,,7,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/037,03,,2,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/038,03,,4,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/039,03,,4,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/040,03,,7,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/041,03,,11,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/042,03,,8,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/043,03,,5,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/044,03,,6,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/045,03,,2,0,,1,CoWrks Powai,Private Studio
MUM/PO/PS/03/046,03,,8,0,,1,CoWrks Powai,Private Studio
MUM/PO/DD/03/001,03,,1,0,,1,CoWrks Powai,Dedicated Desk
MUM/PO/DD/03/002,03,,1,0,,1,CoWrks Powai,Dedicated Desk
MUM/PO/DD/03/003,03,,1,0,,1,CoWrks Powai,Dedicated Desk
MUM/PO/DD/03/004,03,,1,0,,1,CoWrks Powai,Dedicated Desk
MUM/PO/DD/03/005,03,,1,0,,1,CoWrks Powai,Dedicated Desk
MUM/PO/DD/03/006,03,,1,0,,1,CoWrks Powai,Dedicated Desk
MUM/PO/DD/03/007,03,,1,0,,1,CoWrks Powai,Dedicated Desk
MUM/PO/DD/03/008,03,,1,0,,1,CoWrks Powai,Dedicated Desk
MUM/PO/DD/03/009,03,,1,0,,1,CoWrks Powai,Dedicated Desk
MUM/PO/DD/03/010,03,,1,0,,1,CoWrks Powai,Dedicated Desk
MUM/PO/DD/03/011,03,,1,0,,1,CoWrks Powai,Dedicated Desk
MUM/PO/DD/03/012,03,,1,0,,1,CoWrks Powai,Dedicated Desk
MUM/PO/DD/03/013,03,,1,0,,1,CoWrks Powai,Dedicated Desk
MUM/PO/DD/03/014,03,,1,0,,1,CoWrks Powai,Dedicated Desk
MUM/PO/DD/03/015,03,,1,0,,1,CoWrks Powai,Dedicated Desk
MUM/PO/DD/03/016,03,,1,0,,1,CoWrks Powai,Dedicated Desk
MUM/PO/DD/03/017,03,,1,0,,1,CoWrks Powai,Dedicated Desk
MUM/PO/DD/03/018,03,,1,0,,1,CoWrks Powai,Dedicated Desk
MUM/PO/DD/03/019,03,,1,0,,1,CoWrks Powai,Dedicated Desk
MUM/PO/DD/03/020,03,,1,0,,1,CoWrks Powai,Dedicated Desk
MUM/PO/CL/03/001,03,,1,0,,1,CoWrks Powai,Lounge
MUM/PO/CL/03/002,03,,1,0,,1,CoWrks Powai,Lounge
MUM/PO/CL/03/003,03,,1,0,,1,CoWrks Powai,Lounge
MUM/PO/CL/03/004,03,,1,0,,1,CoWrks Powai,Lounge
MUM/PO/CL/03/005,03,,1,0,,1,CoWrks Powai,Lounge
MUM/PO/CL/03/006,03,,1,0,,1,CoWrks Powai,Lounge
MUM/PO/CP/BP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/SP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/BP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/SP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/SP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/SP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/SP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/SP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/SP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/SP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/SP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/SP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/SP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/SP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/SP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/SP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/BP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/BP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/BP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/BP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/BP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/BP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/BP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/BP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/BP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/BP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/BP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/BP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/BP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/BP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/BP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/BP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/BP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/BP/001,N/A,,1,,,,CoWrks Powai,Car Parking
MUM/PO/CP/BP/001,N/A,,1,,,,CoWrks Powai,Car Parking
HYD/SV/PS/02/001,02,,27,0,,1,Cowrks Skyview,Private Studio
HYD/SV/PS/02/002,02,,48,1,,0,Cowrks Skyview,Private Studio
HYD/SV/PS/02/003,02,,59,0,,1,Cowrks Skyview,Private Studio
HYD/SV/PS/02/004,02,,41,0,,1,Cowrks Skyview,Private Studio
HYD/SV/PS/02/005,02,,52,1,,0,Cowrks Skyview,Private Studio
HYD/SV/PS/02/006,02,,35,1,,0,Cowrks Skyview,Private Studio
HYD/SV/PS/02/007,02,,80,1,,0,Cowrks Skyview,Private Studio
HYD/SV/PS/02/008,02,,76,1,,0,Cowrks Skyview,Private Studio
HYD/SV/PS/02/009,02,,44,0,,1,Cowrks Skyview,Private Studio
HYD/SV/PS/02/010,02,,86,0,,1,Cowrks Skyview,Private Studio
HYD/SV/PS/02/011,02,,78,1,,0,Cowrks Skyview,Private Studio
MUM/BC/GM/02/003,N/A,,1,,,,CoWrks Worli,
MUM/BC/GM/02/005,N/A,,1,,,,CoWrks Worli,
MUM/BC/GM/02/004,N/A,,1,,,,CoWrks Worli,
MUM/BC/PS/03/030,03,,10,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/02/001,02,,10,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/02/002,02,,8,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/02/003,02,,10,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/02/004,02,,9,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/02/005,02,,34,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/02/006,02,,10,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/02/007,02,,9,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/02/008,02,,9,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/02/009,02,,10,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/02/010,02,,27,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/02/011,02,,7,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/02/012,02,,8,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/02/013,02,,7,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/02/014,02,,8,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/02/015,02,,8,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/02/016,02,,7,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/02/017,02,,8,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/02/018,02,,7,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/02/019,02,,8,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/02/020,02,,8,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/02/021,02,,16,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/02/022,02,,8,No,,No,CoWrks Worli,Private Studio
MUM/BC/PS/02/023,02,,8,No,,No,CoWrks Worli,Private Studio
MUM/BC/PS/02/024,02,,8,No,,No,CoWrks Worli,Private Studio
MUM/BC/PS/02/025,02,,8,No,,No,CoWrks Worli,Private Studio
MUM/BC/PS/02/026,02,,8,No,,No,CoWrks Worli,Private Studio
MUM/BC/PS/02/027,02,,4,No,,No,CoWrks Worli,Private Studio
MUM/BC/PS/02/028,02,,5,No,,No,CoWrks Worli,Private Studio
MUM/BC/PS/02/029,02,,6,No,,No,CoWrks Worli,Private Studio
MUM/BC/PS/03/031,03,,8,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/03/032,03,,10,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/03/033,03,,9,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/03/034,03,,9,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/03/035,03,,10,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/03/036,03,,8,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/03/037,03,,10,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/03/038,03,,9,Yes,,No,CoWrks Worli,Private Studio
BLR/IN/PSDD/00/028,00,,1,No,No,Yes,CoWrks New Indiranagar,Dedicated Desk
MUM/BC/PS/03/040,03,,10,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/03/041,03,,10,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/03/042,03,,9,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/03/043,03,,10,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/03/044,03,,9,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/03/045,03,,10,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/03/046,03,,10,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/03/047,03,,9,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/03/048,03,,30,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/03/049,03,,9,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/03/050,03,,10,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/03/051,03,,9,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/03/052,03,,9,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/03/053,03,,10,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/03/054,03,,14,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/03/055,03,,8,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/03/056,03,,8,Yes,,No,CoWrks Worli,Private Studio
MUM/BC/PS/03/057,03,,6,No,,No,CoWrks Worli,Private Studio
MUM/BC/PS/03/058,03,,6,No,,No,CoWrks Worli,Private Studio
MUM/BC/PS/03/059,03,,6,No,,No,CoWrks Worli,Private Studio
MUM/BC/PS/03/060,03,,6,No,,No,CoWrks Worli,Private Studio
MUM/BC/PS/03/061,03,,3,No,,No,CoWrks Worli,Private Studio
MUM/BC/PS/03/062,03,,7,No,,No,CoWrks Worli,Private Studio
MUM/BC/PS/03/063,03,,6,No,,No,CoWrks Worli,Private Studio
MUM/BC/PS/03/064,03,,4,No,,No,CoWrks Worli,Private Studio
BLR/IN/PSDD/00/022,00,,1,No,No,Yes,CoWrks New Indiranagar,Dedicated Desk
MUM/BC/PS/01/001,01,,57,1,,0,CoWrks Worli,Private Studio
MUM/BC/PS/01/002,01,,50,1,,0,CoWrks Worli,Private Studio
MUM/BC/PS/01/003,01,,69,1,,0,CoWrks Worli,Private Studio
MUM/BC/PS/01/004,01,,44,1,,0,CoWrks Worli,Private Studio
MUM/BC/PS/01/005,01,,41,1,,0,CoWrks Worli,Private Studio
MUM/BC/PS/01/006,01,,48,1,,0,CoWrks Worli,Private Studio
MUM/BC/PS/01/007,01,,66,1,,0,CoWrks Worli,Private Studio
MUM/BC/DD/03/007,03,,1,No,,Yes,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/008,03,,1,No,,Yes,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/009,03,,1,No,,Yes,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/010,03,,1,No,,Yes,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/011,03,,1,No,,Yes,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/012,03,,1,No,,Yes,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/013,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/014,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/015,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/016,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/017,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/018,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/019,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/020,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/021,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/022,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/023,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/024,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/025,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/026,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/027,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/028,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/029,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/030,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/031,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/032,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/033,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/034,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/035,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/036,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/037,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/038,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/039,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/040,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/041,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/042,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/043,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/044,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/045,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/046,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/047,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/048,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/02/003,02,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/02/004,02,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/02/005,02,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/02/006,02,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/02/002,02,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/049,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/03/050,03,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/DD/02/001,02,,1,Yes,,No,CoWrks Worli,Dedicated Desk
MUM/BC/FD/02/001,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/002,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/003,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/004,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/005,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/006,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/007,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/008,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/009,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/010,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/011,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/012,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/013,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/014,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/015,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/016,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/017,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/018,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/019,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/020,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/021,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/022,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/023,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/024,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/025,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/026,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/027,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/028,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/029,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/030,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/031,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/032,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/033,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/034,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/035,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/036,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/037,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/038,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/039,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/040,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/041,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/042,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/043,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/044,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/045,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/046,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/047,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
MUM/BC/FD/02/048,02,,1,Yes,,No,CoWrks Worli,Flexible Desk
Car Park -Worli,N/A,N/A,,,,,CoWrks Worli,Car Parking
MUM/BC/CP/001,N/A,N/A,1,,,,CoWrks Worli,Car Parking
MUM/BC/CP/002,N/A,N/A,1,,,,CoWrks Worli,Car Parking
MUM/BC/CP/003,N/A,N/A,1,,,,CoWrks Worli,Car Parking
MUM/BC/CP/004,N/A,N/A,1,,,,CoWrks Worli,Car Parking
MUM/BC/CP/005,N/A,N/A,1,,,,CoWrks Worli,Car Parking
MUM/BC/CP/006,N/A,N/A,1,,,,CoWrks Worli,Car Parking
MUM/BC/CP/007,N/A,N/A,1,,,,CoWrks Worli,Car Parking
MUM/BC/CP/008,N/A,N/A,1,,,,CoWrks Worli,Car Parking
MUM/BC/CP/009,N/A,N/A,1,,,,CoWrks Worli,Car Parking
MUM/BC/CP/010,N/A,N/A,1,,,,CoWrks Worli,Car Parking
MUM/BC/CP/011,N/A,N/A,1,,,,CoWrks Worli,Car Parking
