Proposal Name,Name,Unit Type,No of Desks,Centre: Name
NCR/PT/02725/1,NCR/PT/PSDD/00/068,Dedicated Desk,1,CoWrks Golf Course Road
NCR/PT/02761/1,NCR/PT/CP/00/038,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02765/1,NCR/PT/DD/02/048,Dedicated Desk,2,CoWrks Golf Course Road
NCR/PT/02765/1,NCR/PT/DD/02/049,Dedicated Desk,2,CoWrks Golf Course Road
NCR/PT/02889/1,Telephony,Telephony,0,CoWrks Golf Course Road
NCR/PT/02878/1,Telephony,Telephony,0,CoWrks Golf Course Road
NCR/PT/02913/1,NCR/PT/DD/02/051,Dedicated Desk,1,CoWrks Golf Course Road
NCR/PT/02968/1,NCR/PT/RU/00/001,IT Rack Unit,3,CoWrks Golf Course Road
NCR/PT/02407/1,NCR/PT/CP/00/052,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02407/1,NCR/PT/CP/00/053,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02407/1,NCR/PT/CP/00/054,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02407/1,NCR/PT/CP/00/055,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02407/1,NCR/PT/CP/00/046,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02407/1,NCR/PT/CP/00/047,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02407/1,NCR/PT/CP/00/050,Car Parking,0,CoWrks Golf Course Road
NCR/PT/03019/1,NCR/PT/PS/2B/013,Private Studio,4,CoWrks Golf Course Road
NCR/PT/02559/1,NCR/PT/DD/02/035,Dedicated Desk,1,CoWrks Golf Course Road
NCR/PT/02562/1,NCR/PT/DD/01/007,Dedicated Desk,9,CoWrks Golf Course Road
NCR/PT/02562/1,NCR/PT/DD/01/008,Dedicated Desk,9,CoWrks Golf Course Road
NCR/PT/02562/1,NCR/PT/DD/01/009,Dedicated Desk,9,CoWrks Golf Course Road
NCR/PT/02562/1,NCR/PT/DD/01/010,Dedicated Desk,9,CoWrks Golf Course Road
NCR/PT/02562/1,NCR/PT/DD/01/011,Dedicated Desk,9,CoWrks Golf Course Road
NCR/PT/02565/1,NCR/PT/PSDD/00/065,Dedicated Desk,3,CoWrks Golf Course Road
NCR/PT/02565/1,NCR/PT/PSDD/00/066,Dedicated Desk,3,CoWrks Golf Course Road
NCR/PT/02565/1,NCR/PT/PSDD/00/070,Dedicated Desk,3,CoWrks Golf Course Road
NCR/PT/02562/1,NCR/PT/DD/01/003,Dedicated Desk,9,CoWrks Golf Course Road
NCR/PT/02562/1,NCR/PT/DD/01/004,Dedicated Desk,9,CoWrks Golf Course Road
NCR/PT/02562/1,NCR/PT/DD/01/005,Dedicated Desk,9,CoWrks Golf Course Road
NCR/PT/02562/1,NCR/PT/DD/01/006,Dedicated Desk,9,CoWrks Golf Course Road
NCR/PT/02958/1,NCR/PT/PS/01/032,Private Studio,107,CoWrks Golf Course Road
NCR/PT/02958/1,NCR/PT/PS/01/036,Private Studio,107,CoWrks Golf Course Road
NCR/PT/02958/1,NCR/PT/PS/01/037,Private Studio,107,CoWrks Golf Course Road
NCR/PT/02958/1,NCR/PT/PS/01/038,Private Studio,107,CoWrks Golf Course Road
NCR/PT/02958/1,NCR/PT/PS/01/039,Private Studio,107,CoWrks Golf Course Road
NCR/PT/02958/1,NCR/PT/PS/02/041,Private Studio,107,CoWrks Golf Course Road
NCR/PT/02958/1,NCR/PT/PS/02/042,Private Studio,107,CoWrks Golf Course Road
NCR/PT/02958/1,NCR/PT/PS/02/044,Private Studio,107,CoWrks Golf Course Road
NCR/PT/02958/1,NCR/PT/PS/02/045,Private Studio,107,CoWrks Golf Course Road
NCR/PT/02513/2,NCR/PT/FD/00/031,Flexible Desk,1,CoWrks Golf Course Road
NCR/PT/03007/1,Telephony,Telephony,0,CoWrks Golf Course Road
NCR/PT/03008/1,NCR/PT/PS/2B/012,Private Studio,5,CoWrks Golf Course Road
NCR/PT/03008/1,NCR/PT/PS/2B/014,Private Studio,5,CoWrks Golf Course Road
NCR/PT/03006/1,NCR/PT/PS/2B/009,Private Studio,24,CoWrks Golf Course Road
NCR/PT/03006/1,NCR/PT/PS/2B/010,Private Studio,24,CoWrks Golf Course Road
NCR/PT/03009/1,NCR/PT/PS/2B/013,Private Studio,4,CoWrks Golf Course Road
NCR/PT/02407/1,NCR/PT/CP/00/044,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02407/1,NCR/PT/CP/00/045,Car Parking,0,CoWrks Golf Course Road
NCR/PT/03029/1,NCR/PT/PS/00/012,Private Studio,20,CoWrks Golf Course Road
NCR/PT/03029/1,NCR/PT/PS/00/013,Private Studio,20,CoWrks Golf Course Road
NCR/PT/02551/1,NCR/PT/FD/00/017,Flexible Desk,9,CoWrks Golf Course Road
NCR/PT/02551/1,NCR/PT/FD/00/032,Flexible Desk,9,CoWrks Golf Course Road
NCR/PT/02551/1,NCR/PT/FD/00/034,Flexible Desk,9,CoWrks Golf Course Road
NCR/PT/02551/1,NCR/PT/FD/00/035,Flexible Desk,9,CoWrks Golf Course Road
NCR/PT/02551/1,NCR/PT/FD/00/036,Flexible Desk,9,CoWrks Golf Course Road
NCR/PT/02551/1,NCR/PT/PS/00/005,Private Studio,9,CoWrks Golf Course Road
NCR/PT/01066/1,NCR/PT/DD/01/003,Dedicated Desk,2,CoWrks Golf Course Road
NCR/PT/01066/1,NCR/PT/DD/01/002,Dedicated Desk,2,CoWrks Golf Course Road
NCR/PT/02245/1,NCR/PT/DD/02/059,Dedicated Desk,1,CoWrks Golf Course Road
NCR/PT/02005/1,NCR/PT/DD/02/053,Dedicated Desk,2,CoWrks Golf Course Road
NCR/PT/02005/1,NCR/PT/DD/02/054,Dedicated Desk,2,CoWrks Golf Course Road
NCR/PT/03121/1,NCR/PT/FD/00/001,Flexible Desk,5,CoWrks Golf Course Road
NCR/PT/03121/1,NCR/PT/PS/00/006,Private Studio,5,CoWrks Golf Course Road
NCR/PT/02549/1,NCR/PT/DD/01/019,Dedicated Desk,1,CoWrks Golf Course Road
NCR/PT/02498/1,NCR/PT/FD/00/018,Flexible Desk,1,CoWrks Golf Course Road
NCR/PT/02497/2,NCR/PT/DD/01/003,Dedicated Desk,1,CoWrks Golf Course Road
NCR/PT/02499/1,NCR/PT/FD/00/019,Flexible Desk,1,CoWrks Golf Course Road
NCR/PT/02012/1,NCR/PT/DD/02/056,Dedicated Desk,1,CoWrks Golf Course Road
NCR/PT/02274/2,NCR/PT/DD/01/020,Dedicated Desk,1,CoWrks Golf Course Road
NCR/PT/02031/1,NCR/PT/FD/00/034,Flexible Desk,1,CoWrks Golf Course Road
NCR/PT/02034/1,NCR/PT/CP/00/012,Car Parking,10,CoWrks Golf Course Road
NCR/PT/02034/1,NCR/PT/CP/00/013,Car Parking,10,CoWrks Golf Course Road
NCR/PT/02034/1,NCR/PT/CP/00/014,Car Parking,10,CoWrks Golf Course Road
NCR/PT/02034/1,NCR/PT/CP/00/015,Car Parking,10,CoWrks Golf Course Road
NCR/PT/02034/1,NCR/PT/CP/00/016,Car Parking,10,CoWrks Golf Course Road
NCR/PT/02034/1,NCR/PT/CP/00/017,Car Parking,10,CoWrks Golf Course Road
NCR/PT/02049/1,NCR/PT/PSDD/00/070,Dedicated Desk,1,CoWrks Golf Course Road
NCR/PT/02051/1,NCR/PT/DD/02/059,Dedicated Desk,1,CoWrks Golf Course Road
NCR/PT/02052/1,NCR/PT/PS/01/021,Private Studio,10,CoWrks Golf Course Road
NCR/PT/02052/1,NCR/PT/CP/00/018,Car Parking,10,CoWrks Golf Course Road
NCR/PT/02052/1,NCR/PT/CP/00/019,Car Parking,10,CoWrks Golf Course Road
NCR/PT/02057/1,NCR/PT/PS/02/055,Private Studio,61,CoWrks Golf Course Road
NCR/PT/02057/1,NCR/PT/PS/02/061,Private Studio,61,CoWrks Golf Course Road
NCR/PT/02057/1,NCR/PT/PS/02/062,Private Studio,61,CoWrks Golf Course Road
NCR/PT/02057/1,NCR/PT/PS/02/063,Private Studio,61,CoWrks Golf Course Road
NCR/PT/02057/1,NCR/PT/PS/02/064,Private Studio,61,CoWrks Golf Course Road
NCR/PT/02057/1,NCR/PT/PS/02/065,Private Studio,61,CoWrks Golf Course Road
NCR/PT/02059/1,NCR/PT/DD/02/060,Dedicated Desk,1,CoWrks Golf Course Road
NCR/PT/02057/1,NCR/PT/CP/00/020,Car Parking,61,CoWrks Golf Course Road
NCR/PT/02057/1,NCR/PT/CP/00/021,Car Parking,61,CoWrks Golf Course Road
NCR/PT/02057/1,NCR/PT/CP/00/022,Car Parking,61,CoWrks Golf Course Road
NCR/PT/02057/1,NCR/PT/CP/00/023,Car Parking,61,CoWrks Golf Course Road
NCR/PT/02066/1,NCR/PT/CP/00/025,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02065/1,NCR/PT/DD/02/061,Dedicated Desk,2,CoWrks Golf Course Road
NCR/PT/02065/1,NCR/PT/DD/02/062,Dedicated Desk,2,CoWrks Golf Course Road
NCR/PT/02071/1,NCR/PT/PSDD/00/071,Dedicated Desk,1,CoWrks Golf Course Road
NCR/PT/02075/1,NCR/PT/DD/02/059,Dedicated Desk,3,CoWrks Golf Course Road
NCR/PT/02075/1,NCR/PT/DD/02/061,Dedicated Desk,3,CoWrks Golf Course Road
NCR/PT/02075/1,NCR/PT/DD/02/062,Dedicated Desk,3,CoWrks Golf Course Road
NCR/PT/02073/1,NCR/PT/DD/02/052,Dedicated Desk,1,CoWrks Golf Course Road
NCR/PT/02072/1,NCR/PT/DD/02/051,Dedicated Desk,1,CoWrks Golf Course Road
NCR/PT/02034/1,NCR/PT/PS/02/042,Private Studio,10,CoWrks Golf Course Road
NCR/PT/02269/1,NCR/PT/PS/01/025,Private Studio,9,CoWrks Golf Course Road
NCR/PT/02958/1,NCR/PT/PS/01/027,Private Studio,107,CoWrks Golf Course Road
NCR/PT/02124/2,NCR/PT/PSDD/00/072,Dedicated Desk,1,CoWrks Golf Course Road
NCR/PT/02129/2,NCR/PT/PS/00/005,Private Studio,4,CoWrks Golf Course Road
NCR/PT/02130/2,NCR/PT/DD/02/061,Dedicated Desk,2,CoWrks Golf Course Road
NCR/PT/02130/2,NCR/PT/DD/02/062,Dedicated Desk,2,CoWrks Golf Course Road
NCR/PT/02152/1,NCR/PT/PS/00/007,Private Studio,10,CoWrks Golf Course Road
NCR/PT/02155/1,NCR/PT/PS/01/022,Private Studio,2,CoWrks Golf Course Road
NCR/PT/01491/2,NCR/PT/PS/01/031,Private Studio,4,CoWrks Golf Course Road
NCR/PT/02189/1,Community Lounge - 1,Lounge,3,CoWrks Golf Course Road
NCR/PT/02189/1,Community Lounge - 2,Lounge,3,CoWrks Golf Course Road
NCR/PT/02189/1,Community Lounge - 3,Lounge,3,CoWrks Golf Course Road
NCR/PT/02273/1,NCR/PT/FD/00/032,Flexible Desk,1,CoWrks Golf Course Road
NCR/PT/02191/1,NCR/PT/PSDD/00/065,Dedicated Desk,3,CoWrks Golf Course Road
NCR/PT/02191/1,NCR/PT/PSDD/00/066,Dedicated Desk,3,CoWrks Golf Course Road
NCR/PT/02191/1,NCR/PT/PSDD/00/070,Dedicated Desk,3,CoWrks Golf Course Road
NCR/PT/02192/1,Telephony,Telephony,0,CoWrks Golf Course Road
NCR/PT/02193/1,NCR/PT/LK/00/001,Lockers,0,CoWrks Golf Course Road
NCR/PT/02194/1,NCR/PT/CP/00/024,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02214/1,NCR/PT/PSDD/00/063,Dedicated Desk,1,CoWrks Golf Course Road
NCR/PT/02223/1,NCR/PT/PS/02/052,Private Studio,9,CoWrks Golf Course Road
NCR/PT/02228/1,NCR/PT/DD/01/016,Dedicated Desk,1,CoWrks Golf Course Road
NCR/PT/02226/2,NCR/PT/PS/02/052,Private Studio,9,CoWrks Golf Course Road
NCR/PT/02229/1,NCR/PT/FD/00/035,Flexible Desk,2,CoWrks Golf Course Road
NCR/PT/02229/1,NCR/PT/FD/00/036,Flexible Desk,2,CoWrks Golf Course Road
NCR/PT/03127/1,NCR/PT/FD/00/033,Flexible Desk,2,CoWrks Golf Course Road
NCR/PT/01659/3,NCR/PT/CP/00/002,Car Parking,0,CoWrks Golf Course Road
NCR/PT/01659/3,NCR/PT/CP/00/003,Car Parking,0,CoWrks Golf Course Road
NCR/PT/01659/3,NCR/PT/CP/00/004,Car Parking,0,CoWrks Golf Course Road
NCR/PT/01659/3,NCR/PT/CP/00/005,Car Parking,0,CoWrks Golf Course Road
NCR/PT/01659/3,NCR/PT/CP/00/006,Car Parking,0,CoWrks Golf Course Road
NCR/PT/01647/2,NCR/PT/PS/01/031,Private Studio,4,CoWrks Golf Course Road
NCR/PT/01646/1,NCR/PT/PS/00/006,Private Studio,4,CoWrks Golf Course Road
NCR/PT/01644/1,NCR/PT/FD/00/031,Flexible Desk,1,CoWrks Golf Course Road
NCR/PT/02203/1,NCR/PT/FD/00/031,Flexible Desk,1,CoWrks Golf Course Road
NCR/PT/02212/1,NCR/PT/DD/02/061,Dedicated Desk,2,CoWrks Golf Course Road
NCR/PT/02212/1,NCR/PT/DD/02/062,Dedicated Desk,2,CoWrks Golf Course Road
NCR/PT/02236/1,NCR/PT/PSDD/00/064,Dedicated Desk,1,CoWrks Golf Course Road
NCR/PT/02272/1,NCR/PT/PS/01/020,Private Studio,14,CoWrks Golf Course Road
NCR/PT/02272/1,NCR/PT/PS/01/031,Private Studio,14,CoWrks Golf Course Road
NCR/PT/02356/1,NCR/PT/PSDD/00/072,Dedicated Desk,1,CoWrks Golf Course Road
NCR/PT/02354/1,NCR/PT/CP/00/024,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02354/1,NCR/PT/CP/00/025,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02354/1,NCR/PT/CP/00/026,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02354/1,NCR/PT/CP/00/027,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02354/1,NCR/PT/CP/00/028,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02354/1,NCR/PT/CP/00/029,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02354/1,NCR/PT/CP/00/030,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02354/1,NCR/PT/CP/00/031,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02354/1,NCR/PT/CP/00/032,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02354/1,NCR/PT/CP/00/033,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02354/1,NCR/PT/CP/00/034,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02354/1,NCR/PT/CP/00/035,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02354/1,NCR/PT/CP/00/036,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02354/1,NCR/PT/CP/00/037,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02354/1,NCR/PT/CP/00/038,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02978/1,Telephony,Telephony,0,CoWrks Golf Course Road
NCR/PT/02359/1,NCR/PT/CP/00/024,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/FD/00/001,Flexible Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/FD/00/002,Flexible Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/FD/00/003,Flexible Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/FD/00/004,Flexible Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/FD/00/005,Flexible Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/FD/00/006,Flexible Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/FD/00/007,Flexible Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/FD/00/008,Flexible Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/FD/00/009,Flexible Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/FD/00/010,Flexible Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/FD/00/011,Flexible Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/FD/00/012,Flexible Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/FD/00/013,Flexible Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/FD/00/014,Flexible Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/FD/00/015,Flexible Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/FD/00/016,Flexible Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/FD/00/020,Flexible Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/FD/00/021,Flexible Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/FD/00/022,Flexible Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/FD/00/023,Flexible Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/FD/00/024,Flexible Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/FD/00/025,Flexible Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/FD/00/026,Flexible Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/FD/00/027,Flexible Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/FD/00/028,Flexible Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/FD/00/029,Flexible Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/FD/00/030,Flexible Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/FD/00/033,Flexible Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/DD/02/036,Dedicated Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/DD/02/037,Dedicated Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/DD/02/038,Dedicated Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/DD/02/039,Dedicated Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/DD/02/040,Dedicated Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/DD/02/041,Dedicated Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/DD/02/042,Dedicated Desk,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/PS/00/002,Private Studio,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/PS/00/003,Private Studio,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/PS/00/009,Private Studio,70,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/DD/02/050,Dedicated Desk,70,CoWrks Golf Course Road
NCR/PT/02397/1,NCR/PT/DD/01/002,Dedicated Desk,1,CoWrks Golf Course Road
NCR/PT/02261/2,NCR/PT/PS/00/004,Private Studio,70,CoWrks Golf Course Road
NCR/PT/02354/1,NCR/PT/CP/00/038,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02354/1,NCR/PT/CP/00/039,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02354/1,NCR/PT/CP/00/040,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02354/1,NCR/PT/CP/00/041,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02354/1,NCR/PT/CP/00/042,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02354/1,NCR/PT/CP/00/043,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02354/1,NCR/PT/CP/00/044,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02354/1,NCR/PT/CP/00/045,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02354/1,NCR/PT/CP/00/046,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02354/1,NCR/PT/CP/00/047,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02431/1,NCR/PT/PS/01/027,Private Studio,97,CoWrks Golf Course Road
NCR/PT/02431/1,NCR/PT/PS/01/032,Private Studio,97,CoWrks Golf Course Road
NCR/PT/02431/1,NCR/PT/PS/01/036,Private Studio,97,CoWrks Golf Course Road
NCR/PT/02431/1,NCR/PT/PS/01/037,Private Studio,97,CoWrks Golf Course Road
NCR/PT/02431/1,NCR/PT/PS/01/038,Private Studio,97,CoWrks Golf Course Road
NCR/PT/02431/1,NCR/PT/PS/01/039,Private Studio,97,CoWrks Golf Course Road
NCR/PT/02431/1,NCR/PT/PS/02/043,Private Studio,97,CoWrks Golf Course Road
NCR/PT/02431/1,NCR/PT/PS/02/044,Private Studio,97,CoWrks Golf Course Road
NCR/PT/02431/1,NCR/PT/PS/02/045,Private Studio,97,CoWrks Golf Course Road
NCR/PT/02162/2,NCR/PT/PSDD/00/067,Dedicated Desk,2,CoWrks Golf Course Road
NCR/PT/02162/2,NCR/PT/PSDD/00/068,Dedicated Desk,2,CoWrks Golf Course Road
NCR/PT/02478/1,NCR/PT/CP/00/048,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02327/1,NCR/PT/PS/02/046,Private Studio,10,CoWrks Golf Course Road
NCR/PT/02509/1,NCR/PT/PS/00/007,Private Studio,40,CoWrks Golf Course Road
NCR/PT/02509/1,NCR/PT/PS/00/011,Private Studio,40,CoWrks Golf Course Road
NCR/PT/02509/1,NCR/PT/PS/00/012,Private Studio,40,CoWrks Golf Course Road
NCR/PT/02509/1,NCR/PT/PS/00/013,Private Studio,40,CoWrks Golf Course Road
NCR/PT/03133/1,NCR/PT/CP/00/011,Car Parking,0,CoWrks Golf Course Road
NCR/PT/03133/1,NCR/PT/CP/00/012,Car Parking,0,CoWrks Golf Course Road
NCR/PT/02359/2,NCR/PT/CP/00/011,Car Parking,0,CoWrks Golf Course Road
NCR/PT/01417/2,NCR/PT/PS/00/002,Private Studio,50,CoWrks Golf Course Road
NCR/PT/01417/2,NCR/PT/PS/00/003,Private Studio,50,CoWrks Golf Course Road
NCR/PT/01417/2,NCR/PT/PS/00/004,Private Studio,50,CoWrks Golf Course Road
NCR/PT/01417/2,NCR/PT/PS/00/009,Private Studio,50,CoWrks Golf Course Road
NCR/PT/03099/1,NCR/PT/FD/00/001,Flexible Desk,6,CoWrks Golf Course Road
NCR/PT/02248/1,NCR/PT/PS/01/034,Private Studio,10,CoWrks Golf Course Road
NCR/PT/01352/1,NCR/PT/PS/01/024,Private Studio,4,CoWrks Golf Course Road
NCR/PT/01356/1,NCR/PT/DD/01/028,Dedicated Desk,7,CoWrks Golf Course Road
NCR/PT/01356/1,NCR/PT/DD/01/029,Dedicated Desk,7,CoWrks Golf Course Road
NCR/PT/01356/1,NCR/PT/DD/01/030,Dedicated Desk,7,CoWrks Golf Course Road
NCR/PT/01356/1,NCR/PT/DD/01/031,Dedicated Desk,7,CoWrks Golf Course Road
NCR/PT/01356/1,NCR/PT/DD/01/032,Dedicated Desk,7,CoWrks Golf Course Road
NCR/PT/01356/1,NCR/PT/DD/01/033,Dedicated Desk,7,CoWrks Golf Course Road
NCR/PT/01356/1,NCR/PT/DD/01/034,Dedicated Desk,7,CoWrks Golf Course Road
NCR/PT/01574/1,NCR/PT/DD/01/009,Dedicated Desk,2,CoWrks Golf Course Road
NCR/PT/01574/1,NCR/PT/DD/01/013,Dedicated Desk,2,CoWrks Golf Course Road
NCR/PT/01287/3,NCR/PT/PS/01/040,Private Studio,21,CoWrks Golf Course Road
NCR/PT/01399/1,NCR/PT/PS/01/023,Private Studio,4,CoWrks Golf Course Road
NCR/PT/01422/1,NCR/PT/PS/00/001,Private Studio,2,CoWrks Golf Course Road
NCR/PT/01467/1,NCR/PT/FD/00/001,Flexible Desk,1,CoWrks Golf Course Road
NCR/PT/01501/1,NCR/PT/DD/01/023,Dedicated Desk,2,CoWrks Golf Course Road
NCR/PT/01501/1,NCR/PT/DD/01/024,Dedicated Desk,2,CoWrks Golf Course Road
NCR/PT/01513/1,NCR/PT/DD/02/035,Dedicated Desk,48,CoWrks Golf Course Road
NCR/PT/01513/1,NCR/PT/DD/02/036,Dedicated Desk,48,CoWrks Golf Course Road
NCR/PT/01513/1,NCR/PT/DD/02/037,Dedicated Desk,48,CoWrks Golf Course Road
NCR/PT/01513/1,NCR/PT/DD/02/038,Dedicated Desk,48,CoWrks Golf Course Road
NCR/PT/01513/1,NCR/PT/DD/02/039,Dedicated Desk,48,CoWrks Golf Course Road
NCR/PT/01513/1,NCR/PT/DD/02/040,Dedicated Desk,48,CoWrks Golf Course Road
NCR/PT/01513/1,NCR/PT/DD/02/041,Dedicated Desk,48,CoWrks Golf Course Road
NCR/PT/01513/1,NCR/PT/DD/02/042,Dedicated Desk,48,CoWrks Golf Course Road
NCR/PT/01513/1,NCR/PT/DD/02/043,Dedicated Desk,48,CoWrks Golf Course Road
NCR/PT/01513/1,NCR/PT/DD/02/044,Dedicated Desk,48,CoWrks Golf Course Road
NCR/PT/01513/1,NCR/PT/DD/02/045,Dedicated Desk,48,CoWrks Golf Course Road
NCR/PT/01513/1,NCR/PT/DD/02/046,Dedicated Desk,48,CoWrks Golf Course Road
NCR/PT/01513/1,NCR/PT/DD/02/047,Dedicated Desk,48,CoWrks Golf Course Road
NCR/PT/01513/1,NCR/PT/DD/02/048,Dedicated Desk,48,CoWrks Golf Course Road
NCR/PT/01513/1,NCR/PT/DD/02/049,Dedicated Desk,48,CoWrks Golf Course Road
NCR/PT/01513/1,NCR/PT/DD/02/050,Dedicated Desk,48,CoWrks Golf Course Road
NCR/PT/01513/1,NCR/PT/DD/02/051,Dedicated Desk,48,CoWrks Golf Course Road
NCR/PT/01513/1,NCR/PT/DD/02/052,Dedicated Desk,48,CoWrks Golf Course Road
NCR/PT/01513/1,NCR/PT/DD/02/053,Dedicated Desk,48,CoWrks Golf Course Road
NCR/PT/01513/1,NCR/PT/DD/02/054,Dedicated Desk,48,CoWrks Golf Course Road
NCR/PT/01513/1,NCR/PT/DD/02/055,Dedicated Desk,48,CoWrks Golf Course Road
NCR/PT/01513/1,NCR/PT/DD/02/056,Dedicated Desk,48,CoWrks Golf Course Road
NCR/PT/01513/1,NCR/PT/DD/02/057,Dedicated Desk,48,CoWrks Golf Course Road
NCR/PT/01513/1,NCR/PT/DD/02/058,Dedicated Desk,48,CoWrks Golf Course Road
NCR/PT/01513/1,NCR/PT/DD/02/059,Dedicated Desk,48,CoWrks Golf Course Road
NCR/PT/01513/1,NCR/PT/DD/02/060,Dedicated Desk,48,CoWrks Golf Course Road
NCR/PT/01513/1,NCR/PT/DD/02/061,Dedicated Desk,48,CoWrks Golf Course Road
NCR/PT/01513/1,NCR/PT/DD/02/062,Dedicated Desk,48,CoWrks Golf Course Road
NCR/PT/01513/1,NCR/PT/PS/02/047,Private Studio,48,CoWrks Golf Course Road
NCR/PT/01513/1,NCR/PT/PS/02/048,Private Studio,48,CoWrks Golf Course Road
NCR/PT/01514/1,NCR/PT/DD/01/004,Dedicated Desk,9,CoWrks Golf Course Road
NCR/PT/01514/1,NCR/PT/DD/01/005,Dedicated Desk,9,CoWrks Golf Course Road
NCR/PT/01514/1,NCR/PT/DD/01/006,Dedicated Desk,9,CoWrks Golf Course Road
NCR/PT/01514/1,NCR/PT/DD/01/007,Dedicated Desk,9,CoWrks Golf Course Road
NCR/PT/01514/1,NCR/PT/DD/01/008,Dedicated Desk,9,CoWrks Golf Course Road
NCR/PT/01514/1,NCR/PT/DD/01/009,Dedicated Desk,9,CoWrks Golf Course Road
NCR/PT/01514/1,NCR/PT/DD/01/010,Dedicated Desk,9,CoWrks Golf Course Road
