Proposal Name,Name,Unit Type,No of Desks,Centre: Name
BLR/EW/00692/1,BLR/EW/DD/01/042,Dedicated Desk,8,RMZ EcoWorld
BLR/EW/00692/1,BLR/EW/DD/01/043,Dedicated Desk,8,RMZ EcoWorld
BLR/EW/00698/1,Virtual Office - EW,Virtual Office,0,RMZ EcoWorld
BLR/EW/00715/1,BLR/EW/DD/01/002,Dedicated Desk,1,RMZ EcoWorld
BLR/EW/00679/2,BLR/IN/EW/FD/05/014,Flexible Desk,1,RMZ EcoWorld
BLR/EW/00713/1,BLR/EW/DD/01/028,Dedicated Desk,24,RMZ EcoWorld
BLR/EW/00713/1,BLR/EW/DD/01/029,Dedicated Desk,24,RMZ EcoWorld
BLR/EW/00713/1,BLR/EW/DD/01/030,Dedicated Desk,24,RMZ EcoWorld
BLR/EW/00713/1,BLR/EW/DD/01/031,Dedicated Desk,24,RMZ EcoWorld
BLR/EW/00713/1,BLR/EW/DD/01/032,Dedicated Desk,24,RMZ EcoWorld
BLR/EW/00713/1,BLR/EW/DD/01/048,Dedicated Desk,24,RMZ EcoWorld
BLR/EW/00713/1,BLR/EW/DD/01/051,Dedicated Desk,24,RMZ EcoWorld
BLR/EW/00713/1,BLR/EW/DD/01/054,Dedicated Desk,24,RMZ EcoWorld
BLR/EW/00713/1,BLR/EW/DD/01/055,Dedicated Desk,24,RMZ EcoWorld
BLR/EW/00713/1,BLR/EW/DD/01/056,Dedicated Desk,24,RMZ EcoWorld
BLR/EW/00713/1,BLR/EW/DD/01/057,Dedicated Desk,24,RMZ EcoWorld
BLR/EW/00713/1,BLR/EW/DD/01/058,Dedicated Desk,24,RMZ EcoWorld
BLR/EW/00713/1,BLR/EW/DD/01/067,Dedicated Desk,24,RMZ EcoWorld
BLR/EW/00713/1,BLR/EW/DD/01/068,Dedicated Desk,24,RMZ EcoWorld
BLR/EW/00713/1,BLR/EW/DD/01/069,Dedicated Desk,24,RMZ EcoWorld
BLR/EW/00713/1,BLR/EW/DD/01/070,Dedicated Desk,24,RMZ EcoWorld
BLR/EW/00713/1,BLR/EW/DD/01/071,Dedicated Desk,24,RMZ EcoWorld
BLR/EW/00713/1,BLR/EW/DD/01/072,Dedicated Desk,24,RMZ EcoWorld
BLR/EW/00713/1,BLR/EW/DD/01/073,Dedicated Desk,24,RMZ EcoWorld
BLR/EW/00713/1,BLR/EW/DD/01/074,Dedicated Desk,24,RMZ EcoWorld
BLR/EW/00713/1,BLR/EW/DD/01/075,Dedicated Desk,24,RMZ EcoWorld
BLR/EW/00713/1,BLR/EW/DD/01/076,Dedicated Desk,24,RMZ EcoWorld
BLR/EW/00713/1,BLR/EW/DD/01/077,Dedicated Desk,24,RMZ EcoWorld
BLR/EW/00713/1,BLR/EW/DD/01/078,Dedicated Desk,24,RMZ EcoWorld
BLR/EW/00713/2,BLR/EW/PS/00/016,Private Studio,40,RMZ EcoWorld
BLR/EW/00713/2,BLR/EW/FD/00/020,Flexible Desk,40,RMZ EcoWorld
BLR/EW/00713/2,BLR/EW/FD/00/021,Flexible Desk,40,RMZ EcoWorld
BLR/EW/00713/2,BLR/EW/FD/00/022,Flexible Desk,40,RMZ EcoWorld
BLR/EW/00713/2,BLR/EW/FD/00/023,Flexible Desk,40,RMZ EcoWorld
BLR/EW/00713/2,BLR/EW/FD/00/024,Flexible Desk,40,RMZ EcoWorld
BLR/EW/00713/2,BLR/EW/FD/00/025,Flexible Desk,40,RMZ EcoWorld
BLR/EW/00713/2,BLR/EW/FD/00/001,Flexible Desk,40,RMZ EcoWorld
BLR/EW/00713/2,BLR/EW/FD/00/002,Flexible Desk,40,RMZ EcoWorld
BLR/EW/00713/2,BLR/EW/FD/00/003,Flexible Desk,40,RMZ EcoWorld
BLR/EW/00713/2,BLR/EW/FD/00/004,Flexible Desk,40,RMZ EcoWorld
BLR/EW/00713/2,BLR/EW/FD/00/005,Flexible Desk,40,RMZ EcoWorld
BLR/EW/00713/2,BLR/EW/FD/00/006,Flexible Desk,40,RMZ EcoWorld
BLR/EW/00713/2,BLR/EW/FD/00/007,Flexible Desk,40,RMZ EcoWorld
BLR/EW/00713/2,BLR/EW/FD/00/008,Flexible Desk,40,RMZ EcoWorld
BLR/EW/00713/2,BLR/EW/FD/00/009,Flexible Desk,40,RMZ EcoWorld
BLR/EW/00713/2,BLR/EW/FD/00/010,Flexible Desk,40,RMZ EcoWorld
BLR/EW/00713/2,BLR/EW/FD/00/011,Flexible Desk,40,RMZ EcoWorld
BLR/EW/00713/2,BLR/EW/FD/00/012,Flexible Desk,40,RMZ EcoWorld
BLR/EW/00713/2,BLR/EW/FD/00/013,Flexible Desk,40,RMZ EcoWorld
BLR/EW/00713/2,BLR/EW/FD/00/014,Flexible Desk,40,RMZ EcoWorld
BLR/EW/00713/2,BLR/EW/FD/00/015,Flexible Desk,40,RMZ EcoWorld
BLR/EW/00713/2,BLR/EW/FD/00/016,Flexible Desk,40,RMZ EcoWorld
BLR/EW/00713/2,BLR/EW/FD/00/017,Flexible Desk,40,RMZ EcoWorld
BLR/EW/00713/2,BLR/EW/FD/00/018,Flexible Desk,40,RMZ EcoWorld
BLR/EW/00713/2,BLR/EW/FD/00/019,Flexible Desk,40,RMZ EcoWorld
BLR/EW/00686/1,BLR/EW/DD/01/050,Dedicated Desk,2,RMZ EcoWorld
BLR/EW/00686/1,BLR/EW/DD/01/051,Dedicated Desk,2,RMZ EcoWorld
BLR/EW/00713/2,BLR/EW/PS/01/045,Private Studio,40,RMZ EcoWorld
BLR/EW/00844/3,BLR/EW/CPB2/237,Car Parking,16,RMZ EcoWorld
BLR/EW/00844/3,BLR/EW/CPB2/238,Car Parking,16,RMZ EcoWorld
BLR/EW/00844/3,BLR/EW/CPB2/239,Car Parking,16,RMZ EcoWorld
BLR/EW/00844/3,BLR/EW/CPB2/240,Car Parking,16,RMZ EcoWorld
BLR/EW/00844/3,BLR/EW/CPB2/241,Car Parking,16,RMZ EcoWorld
BLR/EW/00843/1,BLR/EW/CPB1/MP319,Car Parking,16,RMZ EcoWorld
BLR/EW/00843/1,BLR/EW/CPB1/MP320,Car Parking,16,RMZ EcoWorld
BLR/EW/00843/1,BLR/EW/CPB1/MP321,Car Parking,16,RMZ EcoWorld
BLR/EW/00843/1,BLR/EW/CPB1/MP322,Car Parking,16,RMZ EcoWorld
BLR/IN/00721/2,BLR/IN/EW/FD/05/019,Flexible Desk,1,RMZ EcoWorld
BLR/EW/00519/2,BLR/EW/PS/01/003,Private Studio,50,RMZ EcoWorld
BLR/EW/00519/2,BLR/EW/PS/01/016,Private Studio,50,RMZ EcoWorld
BLR/EW/00519/2,BLR/EW/PS/01/042,Private Studio,50,RMZ EcoWorld
BLR/EW/00519/2,BLR/EW/PS/01/043,Private Studio,50,RMZ EcoWorld
BLR/EW/00519/2,BLR/EW/PS/01/045,Private Studio,50,RMZ EcoWorld
BLR/IN/00700/2,BLR/IN/EW/FD/05/019,Flexible Desk,2,RMZ EcoWorld
BLR/EW/00723/1,Virtual Office,Lounge+,1,RMZ EcoWorld
BLR/EW/00724/1,BLR/EW/DD/01/025,Dedicated Desk,39,RMZ EcoWorld
BLR/EW/00724/1,BLR/EW/DD/01/026,Dedicated Desk,39,RMZ EcoWorld
BLR/EW/00724/1,BLR/EW/DD/01/027,Dedicated Desk,39,RMZ EcoWorld
BLR/EW/00724/1,BLR/EW/DD/01/028,Dedicated Desk,39,RMZ EcoWorld
BLR/EW/00724/1,BLR/EW/DD/01/029,Dedicated Desk,39,RMZ EcoWorld
BLR/EW/00724/1,BLR/EW/DD/01/030,Dedicated Desk,39,RMZ EcoWorld
BLR/EW/00724/1,BLR/EW/DD/01/031,Dedicated Desk,39,RMZ EcoWorld
BLR/EW/00724/1,BLR/EW/DD/01/032,Dedicated Desk,39,RMZ EcoWorld
BLR/EW/00724/1,BLR/EW/DD/01/033,Dedicated Desk,39,RMZ EcoWorld
BLR/EW/00724/1,BLR/EW/DD/01/034,Dedicated Desk,39,RMZ EcoWorld
BLR/EW/00724/1,BLR/EW/DD/01/035,Dedicated Desk,39,RMZ EcoWorld
BLR/EW/00724/1,BLR/EW/DD/01/036,Dedicated Desk,39,RMZ EcoWorld
BLR/EW/00724/1,BLR/EW/DD/01/037,Dedicated Desk,39,RMZ EcoWorld
BLR/EW/00724/1,BLR/EW/DD/01/038,Dedicated Desk,39,RMZ EcoWorld
BLR/EW/00724/1,BLR/EW/DD/01/039,Dedicated Desk,39,RMZ EcoWorld
BLR/EW/00724/1,BLR/EW/DD/01/040,Dedicated Desk,39,RMZ EcoWorld
BLR/EW/00724/1,BLR/EW/DD/01/041,Dedicated Desk,39,RMZ EcoWorld
BLR/EW/00724/1,BLR/EW/DD/01/042,Dedicated Desk,39,RMZ EcoWorld
BLR/EW/00724/1,BLR/EW/DD/01/043,Dedicated Desk,39,RMZ EcoWorld
BLR/EW/00724/1,BLR/EW/DD/01/044,Dedicated Desk,39,RMZ EcoWorld
BLR/EW/00711/1,BLR/EW/PS/01/002,Private Studio,6,RMZ EcoWorld
BLR/EW/00731/1,BLR/EW/PS/00/016,Private Studio,4,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/PS/01/016,Private Studio,65,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/PS/01/042,Private Studio,65,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/PS/01/043,Private Studio,65,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/PS/01/045,Private Studio,65,RMZ EcoWorld
BLR/EW/00724/1,BLR/EW/PS/00/013,Private Studio,39,RMZ EcoWorld
BLR/EW/00724/1,BLR/EW/PS/00/015,Private Studio,39,RMZ EcoWorld
BLR/EW/00724/1,BLR/EW/PS/01/001,Private Studio,39,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/FD/00/001,Flexible Desk,65,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/FD/00/002,Flexible Desk,65,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/FD/00/003,Flexible Desk,65,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/FD/00/004,Flexible Desk,65,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/FD/00/005,Flexible Desk,65,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/FD/00/006,Flexible Desk,65,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/FD/00/007,Flexible Desk,65,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/FD/00/008,Flexible Desk,65,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/FD/00/009,Flexible Desk,65,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/FD/00/010,Flexible Desk,65,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/FD/00/011,Flexible Desk,65,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/FD/00/012,Flexible Desk,65,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/FD/00/013,Flexible Desk,65,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/FD/00/014,Flexible Desk,65,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/FD/00/015,Flexible Desk,65,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/FD/00/016,Flexible Desk,65,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/FD/00/017,Flexible Desk,65,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/FD/00/018,Flexible Desk,65,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/FD/00/019,Flexible Desk,65,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/FD/00/020,Flexible Desk,65,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/FD/00/021,Flexible Desk,65,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/FD/00/022,Flexible Desk,65,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/FD/00/023,Flexible Desk,65,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/FD/00/024,Flexible Desk,65,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/FD/00/025,Flexible Desk,65,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/FD/00/026,Flexible Desk,65,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/FD/00/027,Flexible Desk,65,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/FD/00/028,Flexible Desk,65,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/FD/00/029,Flexible Desk,65,RMZ EcoWorld
BLR/EW/00726/1,BLR/EW/FD/00/030,Flexible Desk,65,RMZ EcoWorld
BLR/EW/00733/2,Community Lounge,Lounge,3,RMZ EcoWorld
BLR/EW/00730/1,BLR/EW/IN/DD/00/018,Dedicated Desk,1,RMZ EcoWorld
BLR/EW/00744/1,BLR/EW/PS/01/003,Private Studio,15,RMZ EcoWorld
BLR/EW/00745/1,BLR/EW/DD/01/034,Dedicated Desk,1,RMZ EcoWorld
BLR/EW/00843/1,BLR/EW/CPB1/244.4,Bike Parking,16,RMZ EcoWorld
BLR/EW/00843/1,BLR/EW/CPB1/244.3,Bike Parking,16,RMZ EcoWorld
BLR/EW/00843/1,BLR/EW/CPB1/245.1,Bike Parking,16,RMZ EcoWorld
BLR/EW/00843/1,BLR/EW/CPB1/245.2,Bike Parking,16,RMZ EcoWorld
BLR/EW/00843/1,BLR/EW/CPB1/245.3,Bike Parking,16,RMZ EcoWorld
BLR/EW/00843/1,BLR/EW/CPB1/245.4,Bike Parking,16,RMZ EcoWorld
BLR/EW/00843/1,BLR/EW/CPB1/246.1,Bike Parking,16,RMZ EcoWorld
BLR/EW/00843/1,BLR/EW/CPB1/244.2,Bike Parking,16,RMZ EcoWorld
BLR/EW/00747/1,BLR/EW/BP3/004.2,Bike Parking,0,RMZ EcoWorld
BLR/EW/00740/3,BLR/IN/EW/FD/05/022,Flexible Desk,10,RMZ EcoWorld
BLR/EW/00726/2,BLR/EW/FD/01/004,Flexible Desk,54,RMZ EcoWorld
BLR/EW/00726/2,BLR/EW/FD/01/005,Flexible Desk,54,RMZ EcoWorld
BLR/EW/00726/2,BLR/EW/FD/01/006,Flexible Desk,54,RMZ EcoWorld
BLR/EW/00726/2,BLR/EW/FD/01/007,Flexible Desk,54,RMZ EcoWorld
BLR/EW/00726/2,BLR/EW/FD/01/008,Flexible Desk,54,RMZ EcoWorld
BLR/EW/00726/2,BLR/EW/FD/01/020,Flexible Desk,54,RMZ EcoWorld
BLR/EW/00752/1,BLR/EW/FD/00/037,Flexible Desk,1,RMZ EcoWorld
BLR/EW/00726/2,BLR/EW/FD/01/021,Flexible Desk,54,RMZ EcoWorld
BLR/EW/00726/2,BLR/EW/FD/01/022,Flexible Desk,54,RMZ EcoWorld
BLR/EW/00726/2,BLR/EW/FD/01/023,Flexible Desk,54,RMZ EcoWorld
BLR/EW/00726/2,BLR/EW/FD/01/024,Flexible Desk,54,RMZ EcoWorld
BLR/EW/00726/2,BLR/EW/FD/01/025,Flexible Desk,54,RMZ EcoWorld
BLR/EW/00726/2,BLR/EW/FD/01/026,Flexible Desk,54,RMZ EcoWorld
BLR/EW/00726/2,BLR/EW/FD/01/027,Flexible Desk,54,RMZ EcoWorld
BLR/EW/00726/2,BLR/EW/FD/01/028,Flexible Desk,54,RMZ EcoWorld
BLR/EW/00726/2,BLR/EW/FD/01/029,Flexible Desk,54,RMZ EcoWorld
BLR/EW/00726/2,BLR/EW/FD/01/030,Flexible Desk,54,RMZ EcoWorld
BLR/EW/00726/2,BLR/EW/FD/01/031,Flexible Desk,54,RMZ EcoWorld
BLR/EW/00726/2,BLR/EW/FD/01/032,Flexible Desk,54,RMZ EcoWorld
BLR/EW/00726/2,BLR/EW/FD/01/033,Flexible Desk,54,RMZ EcoWorld
BLR/IN/00700/2,BLR/IN/EW/FD/05/010,Flexible Desk,2,RMZ EcoWorld
BLR/EW/00740/3,BLR/IN/EW/FD/05/018,Flexible Desk,10,RMZ EcoWorld
BLR/EW/00740/3,BLR/IN/EW/FD/05/020,Flexible Desk,10,RMZ EcoWorld
BLR/EW/00740/3,BLR/IN/EW/FD/05/023,Flexible Desk,10,RMZ EcoWorld
BLR/EW/00740/3,BLR/IN/EW/FD/05/024,Flexible Desk,10,RMZ EcoWorld
BLR/EW/00740/3,BLR/IN/EW/FD/05/025,Flexible Desk,10,RMZ EcoWorld
BLR/EW/00740/3,BLR/IN/EW/FD/05/026,Flexible Desk,10,RMZ EcoWorld
BLR/EW/00740/3,BLR/IN/EW/FD/05/027,Flexible Desk,10,RMZ EcoWorld
BLR/EW/00740/3,BLR/IN/EW/FD/05/028,Flexible Desk,10,RMZ EcoWorld
BLR/EW/00740/3,BLR/IN/EW/FD/05/029,Flexible Desk,10,RMZ EcoWorld
BLR/EW/00844/3,BLR/EW/PS/00/012,Private Studio,16,RMZ EcoWorld
BLR/EW/00844/3,BLR/EW/PS/00/018,Private Studio,16,RMZ EcoWorld
BLR/EW/00844/3,BLR/EW/PS/00/019,Private Studio,16,RMZ EcoWorld
BLR/EW/00726/2,BLR/EW/PS/01/016,Private Studio,54,RMZ EcoWorld
BLR/EW/00726/2,BLR/EW/PS/01/042,Private Studio,54,RMZ EcoWorld
BLR/EW/00726/2,BLR/EW/PS/01/043,Private Studio,54,RMZ EcoWorld
BLR/EW/00726/2,BLR/EW/PS/01/045,Private Studio,54,RMZ EcoWorld
BLR/EW/00844/3,BLR/EW/CPGF/152.3,Bike Parking,16,RMZ EcoWorld
BLR/EW/00844/3,BLR/EW/CPGF/152.4,Bike Parking,16,RMZ EcoWorld
BLR/EW/00844/3,BLR/EW/CPGF/153.1,Bike Parking,16,RMZ EcoWorld
BLR/EW/00844/3,BLR/EW/CPGF/153.2,Bike Parking,16,RMZ EcoWorld
BLR/EW/00844/3,BLR/EW/CPGF/153.3,Bike Parking,16,RMZ EcoWorld
BLR/EW/00844/3,BLR/EW/CPGF/153.4,Bike Parking,16,RMZ EcoWorld
BLR/EW/00844/3,BLR/EW/CPGF/154.1,Bike Parking,16,RMZ EcoWorld
BLR/EW/00844/3,BLR/EW/CPGF/154.2,Bike Parking,16,RMZ EcoWorld
BLR/EW/00754/1,BLR/EW/CPB1/243.2,Bike Parking,0,RMZ EcoWorld
BLR/EW/00757/1,BLR/EW/DD/01/023,Dedicated Desk,6,RMZ EcoWorld
BLR/EW/00757/1,BLR/EW/DD/01/024,Dedicated Desk,6,RMZ EcoWorld
BLR/EW/00757/1,BLR/EW/DD/01/025,Dedicated Desk,6,RMZ EcoWorld
BLR/EW/00757/1,BLR/EW/DD/01/026,Dedicated Desk,6,RMZ EcoWorld
BLR/EW/00757/1,BLR/EW/DD/01/027,Dedicated Desk,6,RMZ EcoWorld
BLR/EW/00757/1,BLR/EW/DD/01/028,Dedicated Desk,6,RMZ EcoWorld
BLR/EW/00753/3,BLR/EW/IN/PS/05/027,Private Studio,8,RMZ EcoWorld
BLR/EW/00731/3,BLR/EW/PS/00/016,Private Studio,4,RMZ EcoWorld
BLR/EW/00731/4,BLR/EW/PS/00/016,Private Studio,3,RMZ EcoWorld
BLR/EW/00731/2,BLR/EW/PS/00/016,Private Studio,4,RMZ EcoWorld
BLR/EW/00751/1,BLR/IN/EW/FD/05/030,Flexible Desk,1,RMZ EcoWorld
BLR/EW/00765/1,BLR/EW/FC/00/001,Flexible Chair,1,RMZ EcoWorld
BLR/EW/00758/1,BLR/EW/FD/01/036,Flexible Desk,1,RMZ EcoWorld
BLR/EW/00764/1,BLR/EW/DD/00/001,Dedicated Desk,50,RMZ EcoWorld
BLR/EW/00770/1,BLR/EW/PS/00/016,Private Studio,4,RMZ EcoWorld
BLR/EW/01138/1,BLR/EW/CPB2/MP213,Car Parking,0,RMZ EcoWorld
BLR/EW/01138/1,BLR/EW/CPB2/MP215,Car Parking,0,RMZ EcoWorld
BLR/EW/01138/1,BLR/EW/CPB2/MP217,Car Parking,0,RMZ EcoWorld
BLR/EW/01138/1,BLR/EW/CPB2/MP218,Car Parking,0,RMZ EcoWorld
BLR/EW/01138/1,BLR/EW/CPB2/MP221,Car Parking,0,RMZ EcoWorld
BLR/EW/01138/1,BLR/EW/CPB2/MP223,Car Parking,0,RMZ EcoWorld
BLR/EW/01138/1,BLR/EW/CPB2/MP225,Car Parking,0,RMZ EcoWorld
BLR/EW/01138/1,BLR/EW/CPB2/MP227,Car Parking,0,RMZ EcoWorld
BLR/EW/01138/1,BLR/EW/CPB2/MP229,Car Parking,0,RMZ EcoWorld
BLR/EW/00678/1,Community Lounge,Lounge,1,RMZ EcoWorld
BLR/EW/01267/1,BLR/EW/DD/01/007,Dedicated Desk,1,RMZ EcoWorld
BLR/EW/00914/1,BLR/EW/FD/01/015,Lounge,1,RMZ EcoWorld
BLR/EW/01199/1,BLR/EW/DD/01/030,Dedicated Desk,1,RMZ EcoWorld
BLR/EW/00031/1,BLR/EW/DD/00/001,Dedicated Desk,1,RMZ EcoWorld
BLR/EW/00031/2,BLR/EW/DD/00/001,Dedicated Desk,1,RMZ EcoWorld
BLR/EW/00919/1,BLR/EW/PS/02/029,Private Studio,16,RMZ EcoWorld
BLR/EW/00684/1,BLR/IN/EW/FD/05/017,Flexible Desk,1,RMZ EcoWorld
BLR/EW/00587/2,BLR/EW/PS/01/046,Private Studio,12,RMZ EcoWorld
BLR/EW/00574/2,BLR/EW/DD/00/006,Dedicated Desk,100,RMZ EcoWorld
BLR/EW/01042/1,BLR/EW/PS/02/025,Private Studio,15,RMZ EcoWorld
BLR/EW/01042/1,BLR/EW/PS/02/026,Private Studio,15,RMZ EcoWorld
BLR/EW/00685/1,BLR/EW/CPB1/242.4,Bike Parking,0,RMZ EcoWorld
BLR/EW/00685/1,BLR/EW/CPB1/243.1,Bike Parking,0,RMZ EcoWorld
BLR/EW/00916/1,BLR/EW/PS/01/039,Private Studio,60,RMZ EcoWorld
BLR/EW/00916/1,BLR/EW/PS/01/040,Private Studio,60,RMZ EcoWorld
BLR/EW/00916/1,BLR/EW/PS/01/041,Private Studio,60,RMZ EcoWorld
BLR/EW/00683/1,BLR/EW/FD/00/032,Flexible Desk,1,RMZ EcoWorld
BLR/EW/00682/1,BLR/EW/FD/00/030,Flexible Desk,1,RMZ EcoWorld
BLR/EW/00452/3,BLR/EW/PS/01/018,Private Studio,136,RMZ EcoWorld
BLR/EW/00452/3,BLR/EW/PS/01/019,Private Studio,136,RMZ EcoWorld
BLR/EW/00452/3,BLR/EW/PS/01/020,Private Studio,136,RMZ EcoWorld
BLR/EW/00452/3,BLR/EW/PS/01/021,Private Studio,136,RMZ EcoWorld
BLR/EW/00452/3,BLR/EW/PS/01/022,Private Studio,136,RMZ EcoWorld
BLR/EW/00452/3,BLR/EW/PS/01/023,Private Studio,136,RMZ EcoWorld
BLR/EW/00452/3,BLR/EW/PS/01/024,Private Studio,136,RMZ EcoWorld
BLR/EW/00452/3,BLR/EW/PS/01/025,Private Studio,136,RMZ EcoWorld
BLR/EW/00452/3,BLR/EW/PS/01/031,Private Studio,136,RMZ EcoWorld
BLR/EW/00452/3,BLR/EW/PS/01/032,Private Studio,136,RMZ EcoWorld
BLR/EW/00452/3,BLR/EW/PS/01/034,Private Studio,136,RMZ EcoWorld
BLR/EW/00452/3,BLR/EW/PS/01/035,Private Studio,136,RMZ EcoWorld
BLR/EW/00452/3,BLR/EW/PS/01/037,Private Studio,136,RMZ EcoWorld
BLR/EW/00591/2,BLR/EW/PS/01/024,Private Studio,64,RMZ EcoWorld
BLR/EW/00591/2,BLR/EW/PS/01/027,Private Studio,64,RMZ EcoWorld
BLR/EW/00591/2,BLR/EW/PS/01/040,Private Studio,64,RMZ EcoWorld
BLR/EW/00591/2,BLR/EW/PS/01/014,Private Studio,64,RMZ EcoWorld
BLR/EW/00680/1,BLR/EW/PS/01/027,Private Studio,50,RMZ EcoWorld
BLR/EW/00680/1,BLR/EW/PS/01/040,Private Studio,50,RMZ EcoWorld
BLR/EW/00702/1,BLR/EW/FD/01/002,Flexible Desk,2,RMZ EcoWorld
BLR/EW/00702/1,BLR/EW/FD/01/003,Flexible Desk,2,RMZ EcoWorld
BLR/EW/01138/1,BLR/EW/CPGF/148.3,Bike Parking,0,RMZ EcoWorld
BLR/EW/01138/1,BLR/EW/CPGF/148.4,Bike Parking,0,RMZ EcoWorld
BLR/EW/01138/1,BLR/EW/CPGF/149.1,Bike Parking,0,RMZ EcoWorld
BLR/EW/01138/1,BLR/EW/CPGF/149.2,Bike Parking,0,RMZ EcoWorld
BLR/EW/01138/1,BLR/EW/CPGF/149.3,Bike Parking,0,RMZ EcoWorld
BLR/EW/01138/1,BLR/EW/CPGF/149.4,Bike Parking,0,RMZ EcoWorld
BLR/EW/01138/1,BLR/EW/CPGF/150.1,Bike Parking,0,RMZ EcoWorld
BLR/EW/01138/1,BLR/EW/CPGF/150.2,Bike Parking,0,RMZ EcoWorld
BLR/EW/01138/1,BLR/EW/CPGF/150.3,Bike Parking,0,RMZ EcoWorld
BLR/EW/01138/1,BLR/EW/CPGF/150.4,Bike Parking,0,RMZ EcoWorld
BLR/EW/01138/1,BLR/EW/CPGF/151.1,Bike Parking,0,RMZ EcoWorld
BLR/EW/01138/1,BLR/EW/CPGF/151.2,Bike Parking,0,RMZ EcoWorld
BLR/EW/02530/1,BLR/EW/DD/01/071,Dedicated Desk,1,RMZ EcoWorld
BLR/EW/00233/1,BLR/EW/PS/00/018,Private Studio,4,RMZ EcoWorld
BLR/EW/00687/1,Community Lounge,Lounge,2,RMZ EcoWorld
BLR/EW/01412/1,BLR/EW/PS/01/019,Private Studio,44,RMZ EcoWorld
BLR/EW/01412/1,BLR/EW/PS/01/037,Private Studio,44,RMZ EcoWorld
BLR/EW/00299/1,BLR/EW/BP3/001.1,Bike Parking,20,RMZ EcoWorld
BLR/EW/00299/1,BLR/EW/CP3/005,Car Parking,20,RMZ EcoWorld
BLR/EW/00299/1,BLR/EW/PS/01/006,Private Studio,20,RMZ EcoWorld
BLR/EW/00299/1,BLR/EW/PS/01/007,Private Studio,20,RMZ EcoWorld
BLR/EW/00299/1,BLR/EW/DD/01/001,Dedicated Desk,20,RMZ EcoWorld
BLR/EW/00299/1,BLR/EW/DD/01/002,Dedicated Desk,20,RMZ EcoWorld
BLR/EW/00299/1,BLR/EW/DD/01/003,Dedicated Desk,20,RMZ EcoWorld
BLR/EW/00299/1,BLR/EW/DD/01/004,Dedicated Desk,20,RMZ EcoWorld
BLR/EW/00299/1,BLR/EW/DD/01/005,Dedicated Desk,20,RMZ EcoWorld
BLR/EW/00299/1,BLR/EW/DD/01/006,Dedicated Desk,20,RMZ EcoWorld
BLR/EW/00299/1,BLR/EW/DD/01/007,Dedicated Desk,20,RMZ EcoWorld
BLR/EW/00299/1,BLR/EW/DD/01/008,Dedicated Desk,20,RMZ EcoWorld
BLR/EW/00299/1,BLR/EW/DD/01/009,Dedicated Desk,20,RMZ EcoWorld
BLR/EW/00299/1,BLR/EW/DD/01/010,Dedicated Desk,20,RMZ EcoWorld
BLR/EW/02143/2,BLR/EW/CP3/249,Car Parking,0,RMZ EcoWorld
BLR/EW/02143/2,BLR/EW/CP3/248,Car Parking,0,RMZ EcoWorld
BLR/EW/00520/1,BLR/EW/CP3/240,Car Parking,6,RMZ EcoWorld
BLR/EW/00308/1,BLR/EW/FD/00/005,Flexible Desk,2,RMZ EcoWorld
BLR/EW/00308/1,BLR/EW/FD/00/006,Flexible Desk,2,RMZ EcoWorld
BLR/EW/00572/2,BLR/EW/PS/01/045,Private Studio,23,RMZ EcoWorld
BLR/EW/00572/2,BLR/EW/PS/01/046,Private Studio,23,RMZ EcoWorld
BLR/EW/00310/1,BLR/EW/PS/01/002,Private Studio,21,RMZ EcoWorld
BLR/EW/00310/1,BLR/EW/PS/01/003,Private Studio,21,RMZ EcoWorld
